-24,223,143,111,232,-305,86,216,126
-112,134,-73,-228,-523,312,-79,-1017,224
119,-114,-16,472,420,740,-20,894,-420
-91,-141,141,-505,672,-1014,67,-430,248
80,108,-150,342,234,46,15,65,-82
100,387,28,17,-1762,696,-72,647,71
-235,-429,65,-385,1215,-866,-68,-726,207
101,-79,-80,74,535,59,661,-76,-199
47,-24,55,89,-1096,278,-1109,427,-3
37,834,-26,487,1255,1078,423,-161,-427
-128,-612,3,-378,-1022,-977,403,305,451
4,-435,-36,-181,-1248,-462,-279,-314,276
198,181,71,83,2179,137,-18,-86,27
-94,412,-30,175,-945,695,-13,104,-60
-241,-704,-36,-459,308,-1445,-93,21,-358
194,1148,57,231,361,1233,66,-97,-497
197,-375,-47,736,-32,865,246,219,350
-393,-747,90,-944,-653,-948,352,-466,485
366,1137,-98,709,-926,-602,-1054,810,-204
-203,-785,40,-537,1377,618,758,-342,-39
-289,-609,-20,-325,-2418,25,-479,-487,73
830,920,51,566,2119,-1423,3,-368,94
-767,-374,-70,-83,7172,2500,230,1770,-381
-142,760,4,165,-12830,-964,-12,-1937,109
1026,24,93,525,8307,-677,1489,1812,32
-824,-1442,-138,-1209,-4358,772,-2749,-1539,451
103,1937,95,425,950,318,1461,925,-527
150,-2512,10,-320,1455,-608,-389,-553,90
-70,1993,-41,510,-188,-1742,77,201,4
-69,-1418,-32,-57,-320,1149,27,-561,443
146,1739,28,-72,-522,1817,808,1256,-1151
148,92,60,569,1734,-1066,-892,-169,520
-470,-2267,-80,-1088,-2999,-30,-83,-1096,338
387,1446,142,514,3434,-1311,305,603,664
-300,-422,-189,463,-3564,2578,-138,-522,-1711
1,19,67,-882,1701,-3442,-114,2113,705
325,-29,12,46,60,1838,236,-2168,154
187,909,1,1380,321,1531,746,704,-246
-633,58,57,-1092,-504,-1149,-992,-388,861
338,-1185,-104,239,276,-335,594,995,-576
-23,611,55,-475,-1499,-484,-965,-728,11
-23,-241,-26,505,1684,583,629,-432,-71
-494,-1121,39,-611,1022,-1289,-459,-155,-140
835,1398,-46,27,-3043,2461,360,662,-211
-589,-185,7,884,2024,-2392,696,84,280
686,790,83,130,285,4886,-679,583,86
-872,77,-85,-1130,1593,-4061,178,-1456,255
489,-1882,42,1205,-4424,-3099,-534,939,-110
-56,781,-47,-1440,2158,4545,279,-448,-247
-341,386,24,327,-139,-1533,160,-365,415
458,-786,-55,1084,-783,276,-282,1242,-604
-183,749,60,-878,1371,350,635,-1954,185
292,1238,46,940,-138,1441,-401,2337,193
-645,-3137,-87,-1504,171,-3450,-277,-2127,-263
1129,3494,49,1587,284,3273,586,1855,679
-1282,-3198,-15,-1696,-696,-2069,-668,-1490,-1107
